question,gold
Cuộc thương thuyết giữa hoàng gia và các chính trị gia bị ảnh hưởng xấu do đâu?,Cái chết của Mirabeau cùng tính thiếu quyết đoán của Louis
Louis bất bình điều gì với anh em của ông?,các hành động phản kháng
Anh em của Louis là ai?,Bá tước xứ Provence và Bá tước xứ Artois
Vì sao Louis không thích chính phủ dân chủ?,những hành động tiêu cực đối với vai trò truyền thống của vương quyền cùng với cách xử sự của họ đối với ông và gia đình
Chính phủ dân chủ đối xử tệ bạc với gia đình hoàng gia ra sao?,Nhà vua bực tức vì bị cầm giữ như tù nhân trong điện Tuileries còn hoàng hậu bị buộc phải để lính cách mạng vào canh gác trong phòng ngủ của bà
"Tháng 6/1791, Louis đã âm thầm di chuyển đến đâu?",Louis bí mật đưa gia đình rời Paris đến một pháo đài của hoàng gia thuộc thị trấn Montmédy ở biên giới đông bắc nước Pháp
"Ở Montmedy, nhà vua đã gia nhập hội nhóm nào?",nhóm người lưu vong đang ở dưới sự bảo vệ của nước Áo
Louis và Marie theo đuổi kế hoạch riêng trong lúc Quốc hội đang làm gì?,Quốc hội đang soạn thảo bản hiến chương
Bá tước Breteuil được nhiệm vụ phải làm gì?,làm đặc sứ toàn quyền để thương thảo với các quốc gia khác nhằm xúc tiến một cuộc đảo chính
Louis có nghi ngờ gì về những nước láng giềng?,"người Áo dễ phản phúc, còn người Phổ thì quá tham vọng"
Những nguyên do nào dẫn đến việc đào thoát thất bại?,"những rủi ro, trì hoãn, hiểu lầm, và phán đoán sai"
Nguyên nhân chủ quan của việc đào thoát thất bại là gì?,tính thiếu quyết đoán
Điều gì chứng minh rõ ràng việc vua Louis không hề nắm bắt được tình hình chính trị?,nghĩ rằng đó chỉ là một nhóm cực đoan ở Paris đang vận động cho một cuộc cách mạng sẽ bị toàn dân bác bỏ. Louis tưởng rằng nông dân và dân thường vẫn còn yêu vua của họ
"Trong tâm thức nhà vua, nhà vua lo sợ bản thân mình đào thoát sẽ ảnh hưởng gì đến dân chúng?","khiến nước Pháp đau đớn, gây ra một làn sóng thương cảm khiến toàn dân hoang mang và hoảng sợ"
Việc Louis không theo cách mạng đã khiến cho dân chúng cảm thấy thế nào?,người dân trở nên tức giận mặc dù đến thời điểm ấy họ vẫn biết Louis là một quân vương tốt. Họ cảm thấy bị phản bội
"Ngày 27/8, ai là người tuyên bố thông cáo Pilnitz?",Leopold và Vua Frederick William II của Phổ
Thông cáo Pilnitz có nội dung liên quan tới ai?,các vương quyền ở châu Âu liên kết với sự an toàn của Louis và gia đình
Pilnitz đưa ra cảnh báo gì?,cảnh cáo sẽ có hậu quả nghiêm trọng nếu bất cứ điều gì xảy ra với họ
Thông cáo Pilnitz trong mắt Leopold là gì?,một cách bày tỏ sự lo ngại đối với những diễn biến ở Pháp mà không cần viện đến biện pháp quân sự hoặc tài chính để can thiệp
Thông cáo Pilnitz trong mắt các lãnh đạo cách mạng là gì?,nỗ lực nguy hiểm của ngoại bang nhằm phá hoại chủ quyền nước Pháp
Nghị viện Lập Pháp Pháp tồn tại bao lâu?,từ 1 tháng 10 năm 1791 đến tháng 9 năm 1792
Nghị viện lập pháp có vai trò chính trị như thế nào?,giữ vai trò lập pháp trong giai đoạn chuyển tiếp từ Quốc hội Lập hiến sang Quốc hội Pháp
Nghị viện lập pháp phát đi thông điệp gì?,tuyên chiến với Đế quốc La Mã thánh
Dumouriez đã đảm nhiệm vai trò gì?,Dumouriez lập tức chuẩn bị chiếm đóng Hà Lan thuộc Áo
Tại sao xảy ra cuộc đào ngũ?,đạo quân ô hợp của cuộc cách mạng là không xứng tầm với chiến dịch quân sự
"Sau cuộc đào ngũ, chính quyền cách mạng đã có động thái gì?",hốt hoảng chiêu tập binh lính cùng tái tổ chức quân đội
Đạo quân Phổ do ai lãnh đạo?,"Charles William Ferdinand, Công tước xứ Brunswikc"
Tháng 7 thì quân của Brunswick đã đạt thành tựu ở những nơi nào?,hai pháo đài Longwy và Verdun
Ai đã giúp ra Tuyên ngôn Brunswick?,Hoàng tử Condé
Tuyên ngôn Brunswick có nội dung và tham vọng gì?,"phục hồi hoàn toàn vương quyền, xem bất cứ cá nhân hoặc thị trấn nào chống đối họ là phản loạn và sẽ bị xử tử theo quân luật"
Cánh Girondin có chủ trương muốn làm gì đối với vương quyền?,"cầm giữ nhà vua, vừa là con tin vừa là một sự bảo đảm cho tương lai"
Nhóm có chủ trương đối lập với cánh Girondin là nhóm nào?,Montagnard
Cánh Montagnard muốn làm gì vua Louis?,đòi hành quyết Louis ngay lập tức
Đại hội quốc dân là gì?,một tổ chức bao gồm các đại biểu của nhân dân
"Theo quan điểm của Michelet, việc hành quyết Louis sẽ có tác dụng như thế nào?",cái chết của cựu vương sẽ khiến mọi người chấp nhận bạo lực là công cụ xây dựng hạnh phúc
Đại Hội Quốc Dân có bao nhiêu thành viên biểu quyết tán thành ý kiến hành quyết Louis?,721
Tại sao họ bỏ phiếu nhiều vậy?,Louis thông đồng với quân xâm lược
"Trong cuộc biểu quyết, hơn 200 người có ý tưởng gì đối với nhà vua?",giam cầm hoặc cho sống lưu vong
Bao nhiêu đại biểu đòi hành quyết Louis?,361
Ai trong hoàng gia Pháp đã đòi giết Louis?,Philippe Égalité
"Ngày biểu quyết cuối cùng, tỉ số bỏ phiếu đối với số phận của Louis như thế nào?",310 đại biểu xin khoan hồng thì có đến 380 phiếu đòi hành quyết Louis
Ngày cuối đời của Louis là ngày nào?,ngày 21 tháng 1 năm 1793
Thái độ cuối đời của nhà vua ra sao?,cựu vương can đảm khi đối diện với cái chết
Những lời trăn trối cuối cùng của Louis là gì?,"""Tôi tha thứ cho những ai gây ra điều bất hạnh này của tôi…"""
"Sau nhát chém đầu tiên, chuyện gì xảy ra?",đầu của Louis vẫn chưa rời khỏi cổ. Nhiều người từ trong đám đông chạy đến nhúng khăn tay của mình vào dòng máu của Louis đang chảy tràn xuống đất
Theo Michelet thì lý do cho sự phục hồi nền quân chủ đến từ đâu?,sự đồng cảm đã nảy sinh trong lòng dân chúng từ khi Louis XVI bị hành quyết
Quyển sách nào ghi lại những tình cảm nảy sinh trong lòng dân chúng sau việc hành quyết Louis XVI?,Histoire de la Révolution Française của Michelet và nhất là quyển Histoire des Girondins của Alphonse de Lamartine
Điểm chung mà hai tác giả đều nhắc đến là gì?,"sau khi đánh đổ nền quân chủ trong năm 1792, người ta không nên tiếp tục tìm giết nhiều người thuộc hoàng tộc như thế"
Đối với Camus việc hành quyết Louis XVI có ý nghĩa gì?,sự chấm dứt vị trí của Thiên Chúa trong lịch sử
"Đối với Lyotard, hành động giết vua gây ra hệ quả gì?",ghi dấu rằng thời kỳ hiện đại của nước Pháp khởi đầu bằng một tội ác
Nguồn gốc nội sinh của cholesterol được sản xuất tại đâu trong cơ thể?,gan
Lượng cholesterol mà gan sản xuất mỗi ngày là bao nhiêu?,"1,5g – 2g"
Lượng cholesterol trong máu tăng cao sẽ gây ra những vấn đề sức khỏe liên quan đến bệnh lý nào?,tim mạch
Cholesterol được vẫn chuyển đến các mô trong cơ thể theo con đường nào?,trong huyết tương
Nguồn gốc ngoại sinh của cholesterol là từ đâu?,việc ăn uống các chất mỡ động vật
"Sau khi được sản xuất từ gan, cholesterol di chuyển thông qua đâu để đến tế bào đích?",huyết tương
Nguyên liệu chính để tổng hợp nên cholesterol là gì?,acetyl CoA
Mỗi ngày tại gan tạo ra được bao nhiêu phần trăm lượng cholesterol mà cả cơ thể tổng hợp nên?,Khoảng 20–25%
Lượng cholesterol trung bình có trong cơ thể một người bình thường nặng khoảng 68kg là bao nhiêu gam?,35g
Vị trí nào trong cơ thể mà 50% lượng cholesterol bài tiết được tái hấp thu trước khi vào hệ tuần hoàn?,ruột non
Lượng cholesterol được cung cấp cho cơ thể có nguồn gốc ngoại sinh trong một ngày là trung bình khoảng bao nhiêu?,khoảng 200 đến 300 mg
Nơi cuối cùng của cholesterol được bài tiết đến trước khi được tái hấp thu một phần vào hệ tuần hoàn là ở đâu?,cơ quan tiêu hóa
Tên gọi của các hạt còn lại sau khi chylomicron mất triglyceride là gì?,chylomicron remnant
Các chất nào được chylomicron chuyên chở?,triglyceride và cholesterol
LPL là tên viết tắt của chất nào?,lipoprotein lipase
"Trong chylomicron, triglyceride sau khi được LPL thủy phân sẽ tạo thành gì?",acid béo tự do
Sản phẩm mà lipoprotein lipase thủy phân triglyceride trong chylomicron được dùng để làm gì?,tổng hợp lipoprotein tỉ trọng rất thấp
Cholesterol từ gan được vận chuyển bằng cái gì để đến được các mô mỡ trong cơ thể?,Chylomicron
Phenotype B là tên gọi khác của chất nào?,cholesterol ester
Cholesterol trong LDL được các tế bào ngoại biên dùng cho cấu trúc màng còn được dùng để làm gì?,sản xuất hormone
Cholesterol cung cấp cho tế bào và có trong máu phần lớn được các hạt nào chuyên chở?,LDL
Đặc điểm của các hạt LDL ở người khỏe mạnh sẽ như thế nào?,kích thước lớn và số lượng ít
Tình trạng xơ vữa động mạch sẽ xuất hiện khi các hạt LDL có đặc điểm gì?,nhiều các hạt LDL nhỏ
Nếu cắt giảm hàm lượng LDL trong máu thì sẽ hạn chế được nguy cơ mắc bệnh gì?,bệnh tim mạch
HDL là tên gọi viết tắt của các hạt nào?,lipoprotein tỉ trọng cao
Cholesterol ester được cholesterol ester transfer protein mang từ HDL sang các chỗ nào?,"VLDL, LDL và một phần nhỏ hơn sang chylomicron"
Tình trạng sức khỏe càng tốt khi các hạt HDL có đặc điểm như thế nào?,Số lượng các hạt HDL to càng nhiều
Nguy cơ gì sẽ càng dễ xảy ra với cơ thể nếu số lượng các hạt HDL to càng ít?,xơ vữa động mạch
Sự xuất hiện của gradient nồng độ từ việc ester hóa cholesterol đã làm thu hút thêm cholesterol từ đâu?,từ mô ngoại biên và từ các lipoprotein khác
Yếu tố nào quyết định trực tiếp đến quá trình sinh tổng hợp cholesterol?,mức cholesterol hiện tại
Protein SREBP là tên gọi khác của protein nào?,Sterol Regulatory Element Binding Protein 1 và 2
Vai trò của HMG-CoA reductase là gì?,làm tăng sản xuất cholesterol nội sinh
Protein nào sẽ được khỏi phúc hợp SREBP-SCAP khi nồng độ cholesterol giảm?,Insig-1
Sterol Regulatory Element còn có tên gọi khác là gì?,Yếu tố Điều hoà Sterol
"Trên phân tử cholesterol, bộ phận nào gắn sâu vào màng?",gốc steroid và chuỗi hydrocarbon
Nhóm hydroxyl trên phân tử cholesterol tương tác vị trí nào của màng?,đầu phosphate
Các hormone sinh dục nào mà cholesterol là tiền chất chính để tổng hợp?,"progesterone, estrogen, và testosterone"
Tác dụng của cholesterol đối với màng tế bào là gì?,tính lỏng của màng ổn định trong khoảng dao động nhiệt độ rộng hơn
Ngày tháng năm sinh của Enrico là vào lúc nào?,29 tháng 9 năm 1901
Lò phản ứng hạt nhân đầu tiên trên thế giới do con người xây dựng đã có tên là gì?,Chicago Pile-1
Các công trình nghiên cứu nào đã giúp ông Enrico Fermi nhận được giải Nobel Vật lý vào năm 1938?,lý thuyết phóng xạ cảm ứng và phát hiện ra các nguyên tố siêu urani
"Enrico Fermi đã cùng với ai để trở thành ""cha đẻ của bom nguyên tử""?",Robert Oppenheimer
